Timestamp	Tick	Agent	Type	Direction	Source	Status	Detail
2026-05-04T05:12:09	66	RiskAgent	RISK_CALC	OUTPUT	rule	ok	Risk=13/100 [NORMAL] source=rule
2026-05-04T05:12:09	66	DecisionAgent	DECISION	OUTPUT	rule	ok	Monitoring continues — prior actions in effect (risk=13)
2026-05-04T05:12:10	67	Orchestrator	TICK_START	INPUT	physics	ok	Power=198MW Rods=211 Coolant=8000 Temp=623°C Rad=0.4043
2026-05-04T05:12:10	67	SensorAgent	SENSOR_ALERT	OUTPUT	rule	ok	[CRITICAL] POWER DANGEROUSLY LOW: Power at 198.5 MW — below safe minimum of 200 MW.
2026-05-04T05:12:10	67	RiskAgent	RISK_CALC	OUTPUT	rule	ok	Risk=12/100 [NORMAL] source=rule
2026-05-04T05:12:10	67	DecisionAgent	DECISION	OUTPUT	rule	ok	Monitoring continues — prior actions in effect (risk=12)
2026-05-04T05:12:12	68	Orchestrator	TICK_START	INPUT	physics	ok	Power=198MW Rods=211 Coolant=8000 Temp=622°C Rad=0.4043
2026-05-04T05:12:12	68	SensorAgent	SENSOR_ALERT	OUTPUT	rule	ok	[CRITICAL] POWER DANGEROUSLY LOW: Power at 198.4 MW — below safe minimum of 200 MW.
2026-05-04T05:12:13	69	Orchestrator	TICK_START	INPUT	physics	ok	Power=198MW Rods=211 Coolant=8000 Temp=621°C Rad=0.4042
2026-05-04T05:12:15	70	Orchestrator	TICK_START	INPUT	physics	ok	Power=198MW Rods=211 Coolant=8000 Temp=620°C Rad=0.4041
2026-05-04T05:12:15	70	SensorAgent	SENSOR_ALERT	OUTPUT	rule	ok	[×1 ticks 68–69] [CRITICAL] POWER DANGEROUSLY LOW: Power at 198.4 MW — below safe minimum of 200 MW.
2026-05-04T05:12:15	70	SensorAgent	SENSOR_ALERT	OUTPUT	rule	ok	[CRITICAL] POWER DANGEROUSLY LOW: Power at 198.3 MW — below safe minimum of 200 MW.
2026-05-04T05:12:16	71	Orchestrator	TICK_START	INPUT	physics	ok	Power=198MW Rods=211 Coolant=8000 Temp=619°C Rad=0.4040
2026-05-04T05:12:16	71	SensorAgent	SENSOR_ALERT	OUTPUT	rule	ok	[CRITICAL] POWER DANGEROUSLY LOW: Power at 198.2 MW — below safe minimum of 200 MW.
2026-05-04T05:12:18	72	Orchestrator	TICK_START	INPUT	physics	ok	Power=198MW Rods=211 Coolant=8000 Temp=618°C Rad=0.4039
2026-05-04T05:12:18	72	SensorAgent	SENSOR_ALERT	OUTPUT	rule	ok	[CRITICAL] POWER DANGEROUSLY LOW: Power at 198.1 MW — below safe minimum of 200 MW.
2026-05-04T05:12:19	73	Orchestrator	TICK_START	INPUT	physics	ok	Power=198MW Rods=211 Coolant=8000 Temp=617°C Rad=0.4038
2026-05-04T05:12:19	73	SensorAgent	SENSOR_ALERT	OUTPUT	rule	ok	[CRITICAL] POWER DANGEROUSLY LOW: Power at 198.0 MW — below safe minimum of 200 MW.
2026-05-04T05:12:21	74	Orchestrator	TICK_START	INPUT	physics	ok	Power=198MW Rods=211 Coolant=8000 Temp=616°C Rad=0.4037
